Reference_Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
Reference_BK013800	Psimevirus pedocola	Psimevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014075	Pudlivirus limivicinum	Pudlivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_AF059242	Qubevirus durum	Qubevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_EF068134	Qubevirus faecium	Qubevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013959	Radbaivirus tellurenecus	Radbaivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013833	Radbaivirus telluricola	Radbaivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013406	Radbaivirus tellurihabitans	Radbaivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013497	Rehihmevirus terrenecus	Rehihmevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013415	Rehudzovirus terrihabitans	Rehudzovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014082	Rusvolovirus asiadaptatum	Rusvolovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014132	Rusvolovirus asienecus	Rusvolovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014147	Scuadavirus asiohabitans	Scuadavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013719	Sehcovirus asiovivens	Sehcovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013807	Sehcovirus humivivens	Sehcovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013577	Sehpovirus borboradaptatum	Sehpovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013725	Seybrovirus borborohabitans	Seybrovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013660	Shebanavirus borborovicinum	Shebanavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014202	Shihovirus caenadaptatum	Shihovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014086	Sholavirus caenicola	Sholavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014143	Sholavirus caenihabitans	Sholavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013613	Sholavirus caenivicinum	Sholavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014183	Sholavirus caenivivens	Sholavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014058	Shomudavirus limadaptatum	Shomudavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014068	Shuravirus limicola	Shuravirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014073	Shuravirus limihabitans	Shuravirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013573	Sincthavirus limivicinum	Sincthavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013698	Skhembuvirus limivivens	Skhembuvirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013724	Smudhfivirus lutadaptatum	Smudhfivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013732	Soetuvirus lutenecus	Soetuvirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013933	Sphonivirus agrivivens	Sphonivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013791	Sphonivirus choradaptatum	Sphonivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013913	Sphonivirus chorocola	Sphonivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013718	Stehlmavirus lutihabitans	Stehlmavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013382	Swihdzovirus paludicola	Swihdzovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013729	Tahluvirus peladaptatum	Tahluvirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014103	Tapikevirus pelocola	Tapikevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013610	Teciucevirus pelohabitans	Teciucevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013892	Tehdravirus arvivicinum	Tehdravirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013390	Tehnexuvirus edaphadaptatum	Tehnexuvirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013958	Thidevirus edaphovivens	Thidevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013649	Thiwvovirus asienecus	Thiwvovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013683	Thiyevirus asiocola	Thiyevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014087	Thobivirus asiohabitans	Thobivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013757	Ticahravirus asiovicinum	Ticahravirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013736	Tohvovirus borborohabitans	Tohvovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013852	Trucevirus pedenecus	Trucevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014201	Ureyisuvirus caenihabitans	Ureyisuvirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014218	Ushumevirus caenivicinum	Ushumevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013656	Vinehtivirus limenecus	Vinehtivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013687	Vinehtivirus limicola	Vinehtivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013582	Vohsuavirus limihabitans	Vohsuavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013735	Vohsuavirus limivicinum	Vohsuavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014006	Vohsuavirus pedovivens	Vohsuavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013472	Vohsuavirus soladaptatum	Vohsuavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014021	Vohsuavirus solenecus	Vohsuavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013777	Vohsuavirus solicola	Vohsuavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013645	Wahtavirus luticola	Wahtavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013367	Whietlevirus defluviicola	Whietlevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014150	Whilavirus pelohabitans	Whilavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014145	Wohudhevirus asienecus	Wohudhevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013627	Wyahnevirus asiohabitans	Wyahnevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014204	Yahnavirus asiovicinum	Yahnavirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013762	Yemegivirus asiovivens	Yemegivirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013750	Yohcadevirus borborocola	Yohcadevirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014125	Yuhrihovirus borborohabitans	Yuhrihovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013738	Yuhrihovirus borborovicinum	Yuhrihovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013746	Yuhrihovirus borborovivens	Yuhrihovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014003	Yuhrihovirus humenecus	Yuhrihovirus	NA	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013644	Alohrdovirus borborenecus	Alohrdovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013716	Andihavirus borborohabitans	Andihavirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014166	Dibaevirus borborocola	Dibaevirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013709	Dilzevirus borborohabitans	Dilzevirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014130	Eosonovirus caenenecus	Eosonovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014167	Etdyvivirus caenicola	Etdyvivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014141	Fahrmivirus caenivivens	Fahrmivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013710	Fahrmivirus limadaptatum	Fahrmivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013673	Hinehbovirus caenihabitans	Hinehbovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013621	Insbruvirus lutivivens	Insbruvirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014169	Intasivirus peladaptatum	Intasivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013462	Intasivirus tellurivivens	Intasivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013793	Intasivirus terradaptatum	Intasivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013444	Intasivirus terrenecus	Intasivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013795	Intasivirus terricola	Intasivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014078	Jargovirus pelovivens	Jargovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013604	Mahshuvirus limivivens	Mahshuvirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014154	Mintinovirus pelohabitans	Mintinovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014159	Mintinovirus pelovicinum	Mintinovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014055	Odiravirus lutihabitans	Odiravirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013663	Oekfovirus lutivicinum	Oekfovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014074	Puhrivirus limivivens	Puhrivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014109	Puirovirus lutadaptatum	Puirovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013579	Puirovirus lutenecus	Puirovirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013966	Sexopuavirus agricola	Sexopuavirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013478	Thiuhmevirus pedadaptatum	Thiuhmevirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014057	Tohkunevirus borborocola	Tohkunevirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014076	Tyrahlevirus caenicola	Tyrahlevirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013680	Vendavirus caenivivens	Vendavirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013693	Voulevirus limivivens	Voulevirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013372	Wishivirus defluviicola	Wishivirus	NA	Solspiviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013364	Alehndavirus ruminicola	Alehndavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014097	Bonghivirus borborenecus	Bonghivirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013422	Cehntrovirus agrihabitans	Cehntrovirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013717	Dahmuivirus pelovivens	Dahmuivirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014052	Dehgumevirus asiovivens	Dehgumevirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013638	Dehkhevirus borboradaptatum	Dehkhevirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_KT462698	Espurtavirus simiicola	Espurtavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013362	Gifriavirus ruminicola	Gifriavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013575	Hehrovirus borborohabitans	Hehrovirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013360	Ivolevirus faecicola	Ivolevirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013741	Kahnayevirus asiovivens	Kahnayevirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014053	Kahraivirus borboradaptatum	Kahraivirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014059	Kemiovirus caenivicinum	Kemiovirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013742	Kerishovirus limenecus	Kerishovirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013657	Konmavirus lutivicinum	Konmavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013675	Konmavirus lutivivens	Konmavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013730	Konmavirus peladaptatum	Konmavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014162	Lirnavirus borborovicinum	Lirnavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013703	Lonzbavirus caenadaptatum	Lonzbavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013359	Marskhivirus piscicola	Marskhivirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013876	Nehohpavirus tellurenecus	Nehohpavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013633	Nehpavirus caenenecus	Nehpavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013428	Obhoarovirus terradaptatum	Obhoarovirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013460	Pacehavirus humicola	Pacehavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013634	Pacehavirus pelovicinum	Pacehavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014181	Pacehavirus pelovivens	Pacehavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013681	Pahdacivirus asiadaptatum	Pahdacivirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013518	Rhohmbavirus terrivicinum	Rhohmbavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013584	Semodevirus borborenecus	Semodevirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013590	Shihmovirus borborovivens	Shihmovirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013740	Shihwivirus caenenecus	Shihwivirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013380	Tibirnivirus paludicola	Tibirnivirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013586	Tinebovirus borborenecus	Tinebovirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014163	Wahdswovirus lutenecus	Wahdswovirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013587	Yenihzavirus borboradaptatum	Yenihzavirus	NA	Blumeviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014124	Abakapovirus asiadaptatum	Abakapovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013543	Abakapovirus humadaptatum	Abakapovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013818	Abakapovirus humenecus	Abakapovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014038	Abakapovirus humicola	Abakapovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013952	Achlievirus humihabitans	Achlievirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014065	Adahmuvirus asiocola	Adahmuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014025	Alehxovirus agradaptatum	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013537	Alehxovirus agrenecus	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013555	Alehxovirus agricola	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013861	Alehxovirus agrihabitans	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014107	Alehxovirus asiohabitans	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014117	Alehxovirus asiovicinum	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013670	Alehxovirus asiovivens	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014200	Alehxovirus borboradaptatum	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013904	Alehxovirus humivicinum	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013398	Alehxovirus humivivens	Alehxovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013782	Aphenovirus arvadaptatum	Aphenovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013869	Aphenovirus arvicola	Aphenovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013515	Aphenovirus chorovivens	Aphenovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014126	Arawsmovirus borborovivens	Arawsmovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013907	Arctuvirus arvivicinum	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013898	Arctuvirus arvivivens	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013842	Arctuvirus edaphadaptatum	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014013	Arctuvirus edaphenecus	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013994	Arctuvirus edaphocola	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014034	Arctuvirus edaphohabitans	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013912	Arctuvirus edaphovicinum	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013860	Arctuvirus edaphovivens	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013387	Arctuvirus pedadaptatum	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013874	Arctuvirus pedocola	Arctuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013850	Arpirivirus pedenecus	Arpirivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013978	Arpirivirus pedohabitans	Arpirivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK014187	Ashcevirus caenenecus	Ashcevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013797	Bahnicevirus chthonadaptatum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013544	Bahnicevirus chthonenecus	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013868	Bahnicevirus chthonocola	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013810	Bahnicevirus chthonohabitans	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013508	Bahnicevirus chthonovicinum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013525	Bahnicevirus chthonovivens	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013370	Bahnicevirus defluviicola	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
Reference_BK013788	Bahnicevirus geoadaptatum	Bahnicevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
