Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
MN871491	Kuttervirus SeB	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN871495	Kuttervirus SeG	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN871498	Kuttervirus SeJ	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH709121	Kuttervirus SenALZ1	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH709120	Kuttervirus SenASZ3	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH791405	Kuttervirus SeSz1	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HQ259103	Kuttervirus SFP10	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN126049	Kuttervirus SH19	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ174317	Kuttervirus SJ2	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ174318	Kuttervirus SJ3	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF001362	Kuttervirus SP1	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK972699	Kuttervirus SS9	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX181828	Kuttervirus STML131	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX765865	Kuttervirus STW77	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FQ312032	Kuttervirus ViI	Kuttervirus	Cvivirinae	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH375644	Campanilevirus YC	Campanilevirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN718199	Kujavirus kuja	Kujavirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH929319	Miltonvirus 3M	Miltonvirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX878496	Miltonvirus MAM1	Miltonvirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG973030	Nezavisimistyvirus bue1	Nezavisimistyvirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP037007	Nezavisimistyvirus Ea2809	Nezavisimistyvirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB797215	Taipeivirus 0507KN21	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX147096	Taipeivirus IME250	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG770379	Taipeivirus KpS110	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK373783	Taipeivirus KWBSE436	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN045230	Taipeivirus magnus	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG428991	Taipeivirus may	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG428990	Taipeivirus menlow	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN478483	Taipeivirus UPM2146	Taipeivirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY914485	Tedavirus A829	Tedavirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK795384	Vapseptimavirus VAP7	Vapseptimavirus	NA	Ackermannviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT732457	Harrekavirus harreka	Harrekavirus	NA	Aggregaviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HG424323	Brussowvirus 20617	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FJ226752	Brussowvirus ALQ132	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EF529515	Brussowvirus bv858	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY699705	Brussowvirus bv2972	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
U88974	Brussowvirus bvO1205	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937460	Brussowvirus CHPC640	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937464	Brussowvirus CHPC869	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937475	Brussowvirus CHPC931	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937478	Brussowvirus CHPC951	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937479	Brussowvirus CHPC952	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937494	Brussowvirus CHPC1042	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937505	Brussowvirus CHPC1109	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937507	Brussowvirus CHPC1152	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937509	Brussowvirus CHPC1230	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937510	Brussowvirus CHPC1246	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937511	Brussowvirus CHPC1247	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937457	Brussowvirus CHPC1248	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705258	Brussowvirus P4761	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705268	Brussowvirus P7571	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705277	Brussowvirus P7951	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705278	Brussowvirus P7952	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705279	Brussowvirus P7953	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705280	Brussowvirus P7954	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705281	Brussowvirus P7955	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705286	Brussowvirus P9853	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF158600	Brussowvirus Sfi11	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892362	Brussowvirus SW13	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892363	Brussowvirus SW14	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892364	Brussowvirus SW15	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892366	Brussowvirus SW18	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892376	Brussowvirus SW1151	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HG380752	Brussowvirus TP778L	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HE861935	Brussowvirus TPJ34	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
CP029253	Brussowvirus VS2018a	Brussowvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FJ236310	Moineauvirus Abc2	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580766	Moineauvirus B0	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937458	Moineauvirus CHPC572	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937459	Moineauvirus CHPC595	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937461	Moineauvirus CHPC642	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937462	Moineauvirus CHPC663	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937465	Moineauvirus CHPC873	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937466	Moineauvirus CHPC875	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937467	Moineauvirus CHPC877	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937468	Moineauvirus CHPC879	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937469	Moineauvirus CHPC919	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937470	Moineauvirus CHPC925	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937471	Moineauvirus CHPC927	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937472	Moineauvirus CHPC928	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937474	Moineauvirus CHPC930	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937477	Moineauvirus CHPC950	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937481	Moineauvirus CHPC979	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937483	Moineauvirus CHPC1005	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937486	Moineauvirus CHPC1027	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937487	Moineauvirus CHPC1029	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937488	Moineauvirus CHPC1033	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937490	Moineauvirus CHPC1036	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937493	Moineauvirus CHPC1041	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937495	Moineauvirus CHPC1045	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937496	Moineauvirus CHPC1046	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937499	Moineauvirus CHPC1062	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937500	Moineauvirus CHPC1067	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937504	Moineauvirus CHPC1091	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937506	Moineauvirus CHPC1148	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH937508	Moineauvirus CHPC1156	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH000603	Moineauvirus D1024	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH000604	Moineauvirus D1811	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF161328	Moineauvirus D4276	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF085222	Moineauvirus DT1	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580769	Moineauvirus L5A1	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580770	Moineauvirus M19	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580771	Moineauvirus MM25	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT717084	Moineauvirus mv53	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT717083	Moineauvirus mv73	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT717085	Moineauvirus mv128	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF145054	Moineauvirus mv7201	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580759	Moineauvirus mv7A5	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705251	Moineauvirus P0091	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705256	Moineauvirus P3681	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705257	Moineauvirus P3684	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705259	Moineauvirus P5641	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705260	Moineauvirus P5651	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705262	Moineauvirus P7132	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705263	Moineauvirus P7133	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705264	Moineauvirus P7134	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705265	Moineauvirus P7151	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705266	Moineauvirus P7152	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705267	Moineauvirus P7154	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705270	Moineauvirus P7573	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705271	Moineauvirus P7574	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705272	Moineauvirus P7601	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705273	Moineauvirus P7602	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705274	Moineauvirus P7631	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705275	Moineauvirus P7632	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705276	Moineauvirus P7633	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705284	Moineauvirus P9851	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705287	Moineauvirus P9854	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705288	Moineauvirus P9901	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705289	Moineauvirus P9902	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705290	Moineauvirus P9903	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF115102	Moineauvirus Sfi19	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF115103	Moineauvirus Sfi21	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF580773	Moineauvirus STP1	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892352	Moineauvirus SW1	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892353	Moineauvirus SW2	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892354	Moineauvirus SW3	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH973661	Moineauvirus SW5	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892351	Moineauvirus SW6	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH973662	Moineauvirus SW7	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892357	Moineauvirus SW8	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892360	Moineauvirus SW11	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892361	Moineauvirus SW12	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892379	Moineauvirus SWK3	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892382	Moineauvirus SWK6	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG708274	Moineauvirus VA214	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG708275	Moineauvirus VA460	Moineauvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FJ965538	Vansinderenvirus 5093	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK202159	Vansinderenvirus CHPC1198	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX879643	Vansinderenvirus CHPC1232	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK202161	Vansinderenvirus CHPC1282	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705252	Vansinderenvirus P0092	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705253	Vansinderenvirus P0093	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY705255	Vansinderenvirus P0095	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892355	Vansinderenvirus SW4	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892367	Vansinderenvirus SW19	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH973663	Vansinderenvirus SW24	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH892373	Vansinderenvirus SW27	Vansinderenvirus	NA	Aliceevansviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK797984	Wroclawvirus PA5oct	Wroclawvirus	NA	Arenbergviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC821618	Cebadecemvirus phi10una	Cebadecemvirus	NA	Assiduviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC821607	Cellubavirus phi19una	Cellubavirus	NA	Assiduviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT732443	Nekkelsvirus Nekkels	Nekkelsvirus	NA	Assiduviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ473423	Daemvirus acibel007	Daemvirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HQ186308	Friunavirus AB1	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC311669	Friunavirus AB3	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT339321	Friunavirus AB6	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK278859	Friunavirus AbKT21III	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX658790	Friunavirus Abp1	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH800200	Friunavirus Aci07	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH763831	Friunavirus Aci08	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY268296	Friunavirus AS11	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY268295	Friunavirus AS12	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF033347	Friunavirus B1	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF033348	Friunavirus B3	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF033349	Friunavirus B5	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH042230	Friunavirus D2	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR149290	Friunavirus Fri1	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY082667	Friunavirus fv15519	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT804908	Friunavirus IME200	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF033350	Friunavirus P1	Friunavirus	Beijerinckvirinae	Autographiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
