Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
BK013943	Lehptavirus agrivicinum	Lehptavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013878	Lehptavirus agrivivens	Lehptavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013389	Lehptavirus choradaptatum	Lehptavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013872	Lehptavirus chorenecus	Lehptavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013968	Lehptavirus chorocola	Lehptavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014152	Lihvevirus borborenecus	Lihvevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013641	Limaivirus borborocola	Limaivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014114	Limaivirus borborohabitans	Limaivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013864	Lomnativirus arvihabitans	Lomnativirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013538	Loptevirus arvivicinum	Loptevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013446	Loptevirus arvivivens	Loptevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014064	Loptevirus caenenecus	Loptevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013694	Luloavirus caenihabitans	Luloavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013563	Luloavirus edaphadaptatum	Luloavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014030	Luloavirus edaphenecus	Luloavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013857	Luloavirus edaphocola	Luloavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013486	Lygehevirus pedocola	Lygehevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014144	Lyndovirus caenivicinum	Lyndovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013599	Mahdsavirus limadaptatum	Mahdsavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013712	Mahjnavirus limenecus	Mahjnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014193	Metsavirus lutivivens	Metsavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014024	Milihnovirus solihabitans	Milihnovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014007	Minusuvirus solivicinum	Minusuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013851	Mocruvirus chthonadaptatum	Mocruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013954	Mocruvirus chthonocola	Mocruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014043	Mocruvirus solivivens	Mocruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013809	Molucevirus chthonohabitans	Molucevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013516	Molucevirus chthonovicinum	Molucevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013512	Molucevirus chthonovivens	Molucevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013484	Molucevirus geoadaptatum	Molucevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013890	Nehumivirus tellurihabitans	Nehumivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014133	Nihlwovirus limenecus	Nihlwovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014139	Nihlwovirus limicola	Nihlwovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013691	Ociwvivirus luticola	Ociwvivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013970	Pahspavirus humihabitans	Pahspavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013858	Patimovirus humivicinum	Patimovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013844	Pepusduvirus humivivens	Pepusduvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014014	Phulihavirus agrenecus	Phulihavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013920	Pirifovirus chorenecus	Pirifovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013572	Pirifovirus chorohabitans	Pirifovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014041	Pirifovirus chorovicinum	Pirifovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014121	Podtsbuvirus caenenecus	Podtsbuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013419	Pohlodivirus arvihabitans	Pohlodivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013988	Psiaduvirus pedadaptatum	Psiaduvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014090	Psouhdivirus caenivivens	Psouhdivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013668	Psouhdivirus limadaptatum	Psouhdivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014137	Psouhdivirus limenecus	Psouhdivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013595	Psouhdivirus limicola	Psouhdivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013733	Psouhdivirus limihabitans	Psouhdivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013825	Psouhdivirus pedohabitans	Psouhdivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013384	Psouhdivirus pedovicinum	Psouhdivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013447	Puduphavirus pedovivens	Puduphavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013540	Pujohnavirus chthonadaptatum	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013790	Pujohnavirus chthonenecus	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013917	Pujohnavirus chthonocola	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013466	Pujohnavirus chthonohabitans	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013926	Pujohnavirus chthonovicinum	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013969	Pujohnavirus chthonovivens	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013553	Pujohnavirus geoadaptatum	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013546	Pujohnavirus geocola	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013477	Pujohnavirus geoenecus	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013889	Pujohnavirus geohabitans	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013407	Pujohnavirus geovicinum	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013561	Pujohnavirus geovivens	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013811	Pujohnavirus soladaptatum	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013947	Pujohnavirus solenecus	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013989	Pujohnavirus solicola	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013931	Pujohnavirus solihabitans	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013570	Pujohnavirus solivicinum	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013786	Pujohnavirus solivivens	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013523	Pujohnavirus telluradaptatum	Pujohnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013686	Rodtovirus pelovivens	Rodtovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014027	Rohsdrivirus humadaptatum	Rohsdrivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013820	Rohsdrivirus terrivivens	Rohsdrivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014176	Sdenfavirus asiovicinum	Sdenfavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013919	Setohruvirus agradaptatum	Setohruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014118	Setohruvirus borborocola	Setohruvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013439	Sidiruavirus agrenecus	Sidiruavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013923	Snuwdevirus agrivicinum	Snuwdevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013666	Sperdavirus luticola	Sperdavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013945	Stehnavirus chorenecus	Stehnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013925	Stehnavirus chorohabitans	Stehnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013438	Stehnavirus chorovicinum	Stehnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013678	Stehnavirus lutivicinum	Stehnavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013821	Suhnsivirus arvicola	Suhnsivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013748	Suhnsivirus lutivivens	Suhnsivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013806	Surghavirus arvenecus	Surghavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013772	Surghavirus arvihabitans	Surghavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013747	Tamanovirus pelenecus	Tamanovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014023	Tehmuvirus arvivivens	Tehmuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013980	Tehnicivirus edaphenecus	Tehnicivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013533	Tehnicivirus edaphocola	Tehnicivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014028	Tehnicivirus edaphohabitans	Tehnicivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014083	Tehnicivirus pelovicinum	Tehnicivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013473	Thehlovirus edaphovicinum	Thehlovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013485	Thyrsuvirus pedocola	Thyrsuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014189	Tikiyavirus asiovivens	Tikiyavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014122	Timirovirus borboradaptatum	Timirovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013737	Tsuhreavirus borborovivens	Tsuhreavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014120	Tuskovirus caenadaptatum	Tuskovirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013639	Tuwendivirus caenenecus	Tuwendivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014119	Vernevirus limadaptatum	Vernevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013906	Vesehyavirus pedohabitans	Vesehyavirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013831	Vindevirus pedovicinum	Vindevirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013455	Weheuvirus chthonadaptatum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013848	Weheuvirus chthonenecus	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013927	Weheuvirus chthonocola	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013534	Weheuvirus chthonohabitans	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013951	Weheuvirus chthonovicinum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014000	Weheuvirus chthonovivens	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013787	Weheuvirus geoadaptatum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014018	Weheuvirus geocola	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013452	Weheuvirus geoenecus	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013454	Weheuvirus geohabitans	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014001	Weheuvirus geovicinum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013413	Weheuvirus geovivens	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014142	Weheuvirus lutivicinum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013690	Weheuvirus lutivivens	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013379	Weheuvirus paludicola	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013689	Weheuvirus peladaptatum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013591	Weheuvirus pelenecus	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014165	Weheuvirus pelocola	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013396	Weheuvirus solihabitans	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013792	Weheuvirus solivicinum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013511	Weheuvirus solivivens	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013499	Weheuvirus telluradaptatum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013870	Weheuvirus tellurenecus	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014031	Weheuvirus telluricola	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014032	Weheuvirus tellurihabitans	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013827	Weheuvirus tellurivicinum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013987	Weheuvirus tellurivivens	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014035	Weheuvirus terradaptatum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013910	Weheuvirus terrenecus	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013490	Weheuvirus terricola	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013480	Weheuvirus terrihabitans	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013891	Weheuvirus terrivicinum	Weheuvirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013654	Widsokivirus pelovivens	Widsokivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014194	Yeziwivirus borborenecus	Yeziwivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013443	Zuysuivirus humihabitans	Zuysuivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013882	Zuysuivirus humivicinum	Zuysuivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013911	Zuysuivirus humivivens	Zuysuivirus	NA	Steitzviridae	Timlovirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013715	Chimpavirus luticola	Chimpavirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
KT462701	Hohglivirus simiicola	Hohglivirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
KT462700	Mahrahovirus simiicola	Mahrahovirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013754	Meihzavirus luticola	Meihzavirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013744	Nicedsevirus caenivivens	Nicedsevirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013977	Sculuvirus humenecus	Sculuvirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014009	Skrubnovirus agrihabitans	Skrubnovirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK013603	Tetipavirus asiadaptatum	Tetipavirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
BK014188	Winunavirus asiadaptatum	Winunavirus	NA	NA	NA	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	
MF361639	Finnlakevirus FLiP	Finnlakevirus	NA	Finnlakeviridae	Lautamovirales	Ainoaviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
BK062752	Delusorvirus cascadiense	Delusorvirus	NA	Skuldviridae	Atroposvirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
OK558607	Delusorvirus hikurangiense	Delusorvirus	NA	Skuldviridae	Atroposvirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
AY569307	Sulfolobus turreted icosahedral virus 1	Alphaturrivirus	NA	Turriviridae	Belfryvirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
GU080336	Sulfolobus turreted icosahedral virus 2	Alphaturrivirus	NA	Turriviridae	Belfryvirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
OP413841	Antichaacvirus pescaderoense	Antichaacvirus	NA	Chaacviridae	Coyopavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
OP548100	Homochaacvirus californiense	Homochaacvirus	NA	Chaacviridae	Coyopavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
OP548099	Homochaacvirus pescaderoense	Homochaacvirus	NA	Chaacviridae	Coyopavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
AY848686	Alphatectivirus PR4	Alphatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
AY848689	Alphatectivirus PRD1	Alphatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
EU408779	Betatectivirus AP50	Betatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
AY257527	Betatectivirus Bam35	Betatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
AY701338	Betatectivirus GIL16	Betatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
MZ089978	Betatectivirus sato	Betatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
MZ089979	Betatectivirus sole	Betatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
KF188458	Betatectivirus Wip1	Betatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
MK620900	Deltatectivirus forthebois	Deltatectivirus	NA	Tectiviridae	Kalamavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Varidnaviria	
